,userCode,project_id,requestedDevice,userAgent,pageReferrer,year,month,day,hour
47,9b11a6cc-eb85-c2e0-453b-3ea5e9ea6a10,4979,Mobile,iPhone,HomeWebsite,2018,1,1,0
48,617b654a-c5e5-4f70-3973-7cb6aa84a685,9091,Mobile,iPhone,Google,2018,1,1,0
49,bf3f1b2b-66c5-87ae-3b9b-3245ff798e61,8756,Mobile,iPhone,HomeWebsite,2018,1,1,0
50,6511ee0e-7d60-36b2-9e36-3c1a7512791f,8631,Desktop,Macintosh,Facebook,2018,1,1,0
53,22aaeb3c-a048-601e-1e0a-b81fac6d6405,9000,Mobile,iPhone,Google,2018,1,1,0
54,c3da04d4-9990-6ee0-65ed-129b9c6a2e5c,6425,Mobile,Android,Google,2018,1,1,0
55,5f25eb18-11e8-a468-3189-f703ac5704aa,5421,Mobile,Android,HomeWebsite,2018,1,1,0
57,1d98e701-6b13-d0d7-cc1f-02ced56a3f40,2351,Mobile,iPhone,Google,2018,1,1,0
58,1898aef8-cf70-7f8c-39dd-f6e3f946fa43,6511,Mobile,iPhone,HomeWebsite,2018,1,1,0
59,ed01879c-d35e-b6e1-5d1f-27116bd1e5c0,6060,Mobile,Android,Other_PageReferer,2018,1,1,0
61,71dcdb4d-a3eb-5181-d52e-01458c3bf05f,5741,Mobile,iPhone,HomeWebsite,2018,1,1,0
62,c243e1af-d41c-d797-eb01-5b3e61372882,4423,Mobile,iPad,HomeWebsite,2018,1,1,0
63,bc0e5420-87b2-2e52-51bb-02976245cdf0,8267,Mobile,iPhone,Google,2018,1,1,0
64,d954c37c-39cb-c6a7-169c-ca7736e03f8b,5452,Mobile,iPhone,Facebook,2018,1,1,0
65,bd7d43b4-704e-13aa-95a1-16ebd4a069af,2817,Mobile,Android,Google,2018,1,1,0
66,ed844d99-ae1c-cb6c-d485-b45e40a61c07,3080,Mobile,Android,Other_PageReferer,2018,1,1,0
67,36c1890d-ee36-e6f6-742b-f47435701e99,3075,Mobile,Android,Google,2018,1,1,0
69,5d2a953c-832c-7fef-c9a4-46562eef3536,8258,Mobile,iPhone,Google,2018,1,1,0
70,c644ab83-9d2f-227f-9bc7-30f5bdf37627,3969,Mobile,iPhone,Google,2018,1,1,0
71,0c68d3b9-0449-50a6-1442-a2139d5e225b,4905,Mobile,iPhone,Google,2018,1,1,0
73,3411447d-f528-838e-ffc9-5d39d3a3470d,4483,Mobile,iPhone,Google,2018,1,1,0
74,32ff28e3-2525-6ef0-5247-2074c51f1850,8106,Mobile,iPhone,Google,2018,1,1,0
75,e60a9abd-bc4d-9631-0786-b06ee6d542ad,8665,Mobile,Android,Google,2018,1,1,0
76,2b969d81-362d-d570-a44a-b577289cd90b,3951,Mobile,iPad,Other_PageReferer,2018,1,1,0
78,4829935d-3757-60ef-d0d3-d8e000aaedb0,8657,Mobile,iPhone,HomeWebsite,2018,1,1,0
79,decd1663-fd39-d617-ec92-979ffbafecc3,4451,Mobile,iPhone,Google,2018,1,1,0
80,bc0e5420-87b2-2e52-51bb-02976245cdf0,8277,Mobile,iPhone,Google,2018,1,1,0
82,bc0e5420-87b2-2e52-51bb-02976245cdf0,8267,Mobile,iPhone,Google,2018,1,1,0
83,516b96c4-4dd3-d5ee-245f-da93cfc0e217,4483,Mobile,iPhone,Google,2018,1,1,0
87,5c3f3fbd-d62e-4c48-a66e-7e13e02d9a22,4201,Desktop,Windows,Facebook,2018,1,1,0
88,4829935d-3757-60ef-d0d3-d8e000aaedb0,8766,Mobile,iPhone,HomeWebsite,2018,1,1,0
89,2345fade-2462-55a4-9139-ab17cbb58bb5,8653,Desktop,Windows,Google,2018,1,1,0
90,11dc63b0-751b-ca69-8b14-f02b5ca39481,4482,Mobile,iPhone,Google,2018,1,1,0
92,a2cb5737-c00e-cbcb-9b22-9cf9bc0a9bc7,8456,Desktop,Windows,Google,2018,1,1,0
93,557e71ce-d544-eaf6-4fad-6b5eeb4c10d4,8187,Mobile,Android,Google,2018,1,1,0
94,becfaf85-415a-dcf9-ece7-2b001939720f,4482,Mobile,iPhone,HomeWebsite,2018,1,1,0
97,f27049c4-ac7b-d8c9-2dcb-71f313525d1c,5764,Mobile,Android,Facebook,2018,1,1,0
98,0860e2db-f9ab-65fe-14d6-0190a261e4fe,7592,Mobile,Android,Google,2018,1,1,0
99,921de863-55d3-58c6-ae37-01d06fca93c5,2404,Mobile,Android,Google,2018,1,1,0
100,2ff405cd-216f-2a8b-4e17-46c429d05dcf,8952,Mobile,Android,HomeWebsite,2018,1,1,0
104,37034c00-a9c6-e6c7-501a-2cbf5cde1946,6461,Mobile,Android,Google,2018,1,1,0
107,4829935d-3757-60ef-d0d3-d8e000aaedb0,9054,Mobile,iPhone,HomeWebsite,2018,1,1,0
110,33578688-6c28-1c2d-fdf8-7dd72ac60ced,8056,Mobile,iPhone,Google,2018,1,1,0
113,89318dbd-0166-e7c2-133d-8925f0290065,4194,Mobile,iPhone,Google,2018,1,1,0
114,9617dc00-5bb8-fe35-c4c0-53634e697a76,9327,Mobile,iPhone,Google,2018,1,1,0
115,8b8d77a1-861a-6b0f-2a64-36334d091947,4194,Mobile,iPhone,Google,2018,1,1,0
116,bca50b39-4113-2c40-bf50-1c78968f38d6,8168,Desktop,Windows,HomeWebsite,2018,1,1,0
117,2234370e-5541-6f20-d9a0-5bce0842d10c,2038,Mobile,Android,Google,2018,1,1,0
121,0c8908c9-a1c5-713b-dba2-9ceabcb8e703,3187,Desktop,Windows,HomeWebsite,2018,1,1,0
122,28dc842a-9982-e985-0923-f337db32c2cd,5841,Desktop,Windows,Google,2018,1,1,0
123,b7bac604-2233-5abf-7c47-ba4f837355af,5396,Desktop,Windows,HomeWebsite,2018,1,1,0
127,08ebd393-a1a3-8b87-1bc5-ffa5b9b0988d,5424,Mobile,iPhone,HomeWebsite,2018,1,1,0
128,b8500863-b1bc-7b15-284d-94e5079e4767,7440,Desktop,Windows,HomeWebsite,2018,1,1,0
129,b65bd862-c752-b816-31f3-87c305b790d0,4290,Desktop,Windows,HomeWebsite,2018,1,1,0
130,fcee6607-e2ea-a618-8fb8-51e12a69ec36,5747,Mobile,iPhone,Google,2018,1,1,0
131,bc0e5420-87b2-2e52-51bb-02976245cdf0,8267,Mobile,iPhone,HomeWebsite,2018,1,1,0
135,2e9570e7-c3ff-20e9-058c-9026e2a7eec0,5828,Desktop,Windows,Google,2018,1,1,0
138,2ff405cd-216f-2a8b-4e17-46c429d05dcf,3151,Mobile,Android,HomeWebsite,2018,1,1,0
139,9ec2ea76-b5be-146a-6511-f762a12e1b4e,2449,Mobile,iPhone,HomeWebsite,2018,1,1,0
142,9c772f7b-1514-4a69-34b6-c2167b41d28e,3469,Desktop,Macintosh,Google,2018,1,1,0
147,09654bc3-b6f9-9744-88f7-d73f81d48a9f,5764,Mobile,Android,Facebook,2018,1,1,0
148,10997156-b6ac-e14f-3a91-b7d7f35a2b21,8962,Mobile,Android,Google,2018,1,1,0
149,ae88d38f-4ff6-7f92-bf64-3cc80b301ad2,5202,Mobile,Android,Google,2018,1,1,0
151,bc0e5420-87b2-2e52-51bb-02976245cdf0,8277,Mobile,iPhone,HomeWebsite,2018,1,1,0
155,2c7624ab-743b-b740-5c82-45aa079c3c3a,7682,Mobile,Android,Google,2018,1,1,0
156,7ce1f900-3f24-5f3d-1ff5-9138e77d53e6,8466,Mobile,Android,Other_PageReferer,2018,1,1,0
157,08ebd393-a1a3-8b87-1bc5-ffa5b9b0988d,5424,Mobile,iPhone,HomeWebsite,2018,1,1,0
161,83c7657b-0fb7-9a80-44d5-be4cfb24ed4c,8008,Mobile,Android,Google,2018,1,1,0
162,cafdda2b-97db-1c70-535a-f50ff67b688e,8806,Desktop,Windows,Google,2018,1,1,0
163,971f2cec-fe88-d851-e268-25131a1f2e07,6330,Mobile,Android,Google,2018,1,1,0
168,4829935d-3757-60ef-d0d3-d8e000aaedb0,8737,Mobile,iPhone,HomeWebsite,2018,1,1,0
171,fe7b6809-add1-84ba-a5ed-722fb0369d42,6910,Mobile,iPhone,HomeWebsite,2018,1,1,0
177,e4be7233-51df-bf75-4b98-ad8f2710b48d,5176,Mobile,Android,Google,2018,1,1,0
178,1b4c9676-a5e6-d159-3940-b493cf2e88cb,6125,Mobile,iPad,Google,2018,1,1,0
179,4b9215f9-e098-a543-41af-62824410a52e,9147,Mobile,iPhone,HomeWebsite,2018,1,1,0
180,ca2bd902-fc5a-2cf6-b037-758d37e751cf,5509,Mobile,iPhone,Google,2018,1,1,0
182,120eeaa1-8708-80e2-84f5-6de1937744d0,5858,Mobile,Android,Facebook,2018,1,1,0
183,7bacbe2e-89d0-1092-e566-4b27b769a769,4980,Mobile,iPhone,Facebook,2018,1,1,0
184,c1f1c95b-ae73-d2b8-6702-c707b64d8400,5764,Mobile,Android,Facebook,2018,1,1,0
186,4829935d-3757-60ef-d0d3-d8e000aaedb0,3055,Mobile,iPhone,HomeWebsite,2018,1,1,0
187,3e81b6f3-2f61-7a43-c115-01e592476201,6349,Mobile,Android,Other_PageReferer,2018,1,1,0
188,00934337-1484-76fc-3030-5ba3332bf007,5364,Desktop,Windows,HomeWebsite,2018,1,1,0
191,1d482099-d4a4-e428-6cd9-7fac7536978d,9230,Mobile,iPhone,HomeWebsite,2018,1,1,0
193,f87c4644-1a92-bb9c-cc6f-5f1d82888425,5678,Mobile,Android,Facebook,2018,1,1,0
194,a94699ce-9e06-6dfe-103c-d0bc833713ae,5912,Desktop,Macintosh,Google,2018,1,1,0
196,1f9c87e3-0275-5c9d-64ed-6cfc8e98b03b,4201,Mobile,Android,Facebook,2018,1,1,0
198,194a2749-05c8-0ed9-d70b-10532bc5b778,8834,Mobile,iPhone,Facebook,2018,1,1,0
199,4829935d-3757-60ef-d0d3-d8e000aaedb0,8394,Mobile,iPhone,HomeWebsite,2018,1,1,0
200,ff470869-0945-f951-f084-f1cd10dbb362,5764,Desktop,Windows,Other_PageReferer,2018,1,1,0
201,263c6404-5814-b148-a0fb-60e48731298a,9244,Desktop,Windows,Google,2018,1,1,0
203,1435f10d-2027-0e69-297b-9b387e7f9872,5452,Mobile,Android,Facebook,2018,1,1,0
205,d5b8b8bc-d888-3feb-f87d-86143c5aa7ac,7591,Mobile,Android,Facebook,2018,1,1,0
206,7e723a5d-c509-4d27-42a7-b5eb83f7f8e8,3063,Mobile,Android,Google,2018,1,1,0
207,2743a87d-bed7-0699-d72f-ade70cd15fb8,5351,Mobile,iPhone,Google,2018,1,1,0
209,605ab580-25ca-1218-d42b-4fee1d18eced,8806,Desktop,Windows,HomeWebsite,2018,1,1,0
210,dd38f0a1-f1f3-b178-018b-ee628a44df0b,5323,Mobile,Android,Facebook,2018,1,1,0
212,4f297dbd-3410-108e-225a-987302348544,8631,Mobile,Android,Facebook,2018,1,1,0
213,6ceaa422-6f01-90bc-d052-35e38439f937,9317,Mobile,iPhone,Facebook,2018,1,1,0
215,4829935d-3757-60ef-d0d3-d8e000aaedb0,8503,Mobile,iPhone,HomeWebsite,2018,1,1,0
216,51c37f1e-5050-1d22-3426-388b47ca8ce6,8456,Mobile,Android,Google,2018,1,1,0
218,4df40b40-d9b8-b850-6081-fc6405177f91,5764,Mobile,iPhone,Facebook,2018,1,1,0
219,27ed340e-2942-7e26-58d4-9a3767933477,3106,Desktop,Windows,Google,2018,1,1,0
221,55673496-c4b9-efcb-b2ef-1cfbce96e4b4,3595,Mobile,iPhone,Google,2018,1,1,0
222,074257f4-dc0f-0b03-b262-7275a58ce3b1,1967,Desktop,Windows,HomeWebsite,2018,1,1,0
223,d817880e-898a-62c1-8153-2fa403ecb9ea,8586,Desktop,Windows,Google,2018,1,1,0
224,15945f6f-62ec-517a-d7ed-ff1764c4bbae,4717,Desktop,Windows,HomeWebsite,2018,1,1,0
225,58ea853b-9f53-7d46-6eea-d42d486180d3,5764,Mobile,Android,Facebook,2018,1,1,0
227,40bcbd0a-f05c-6c79-3151-6907ced46525,7334,Desktop,Windows,Google,2018,1,1,0
228,a0f387ba-8993-fcaa-eaf0-a0eaeb3583d9,3557,Mobile,iPhone,Google,2018,1,1,0
230,4996c87f-0c00-615f-c958-67f4dbf720bd,1967,Desktop,Windows,Google,2018,1,1,0
231,dcf212cd-d52a-9957-7a4b-9b6751c085ed,5420,Mobile,iPhone,Google,2018,1,1,0
233,832b6352-0868-e75d-a5c4-e9b9f19cfece,6748,Mobile,Android,Google,2018,1,1,0
234,319399e5-9a9b-02f3-c6ad-20cd4335d2b8,6111,Mobile,Android,Google,2018,1,1,0
235,48812d26-126f-4b01-66bd-4b3ac6d10f1a,8717,Desktop,Windows,Google,2018,1,1,0
239,0ac918a5-74f2-3e2d-fe1b-c3d3ff335a28,6026,Mobile,iPhone,HomeWebsite,2018,1,1,0
240,1599e2d6-9943-2da7-1058-3c4c787f7aa9,6654,Mobile,iPad,Google,2018,1,1,0
243,e46f668a-7104-f018-7bed-705f519e676f,8268,Mobile,Android,Google,2018,1,1,0
244,65260c2f-bcf0-e447-cebf-6e08836e12ab,9323,Mobile,iPhone,Facebook,2018,1,1,0
250,b0e20120-135b-dfd4-9c33-b62567c9a7b6,7856,Mobile,Android,HomeWebsite,2018,1,1,0
252,cb247019-b37e-c068-4e0a-345d0c1c18ed,4381,Mobile,Android,Google,2018,1,1,0
257,75d966eb-9278-ae00-68d4-8590d5f40e60,8091,Mobile,iPhone,Google,2018,1,1,0
259,e46f3c18-e83a-14c0-491c-7e8db3a87670,7998,Mobile,Android,Google,2018,1,1,0
260,04f4b535-0477-6a3d-4f86-0da7e80ac8ca,8967,Desktop,Windows,Google,2018,1,1,0
261,24b511f3-f946-b45e-e112-c514562defa7,6367,Mobile,iPhone,Google,2018,1,1,0
271,f6e43f8a-b95c-5b5a-fd98-79b9b396e658,6425,Mobile,iPhone,HomeWebsite,2018,1,1,0
278,ee5e4c15-7bd2-18c4-6b08-934fe88ee95f,5538,Mobile,Android,Google,2018,1,1,0
281,718e4c63-f16d-2108-bff4-1e88b8e55f21,3756,Desktop,Windows,Google,2018,1,1,0
284,16a5d48e-24c7-73b6-45a6-78927c965b88,6273,Mobile,iPhone,HomeWebsite,2018,1,1,0
286,93d8fc8f-53a8-3224-2c9f-882d773ffc47,3400,Mobile,Android,Google,2018,1,1,0
287,515eb040-7a1e-ae33-ebe4-d27b07691d22,9273,Desktop,Windows,HomeWebsite,2018,1,1,0
289,7a87dab9-6d3b-2612-574f-b5c9e37df042,6264,Desktop,Macintosh,Google,2018,1,1,0
290,eb8d7bd7-017d-53d9-6c17-4b4d448a4642,3525,Mobile,Android,Google,2018,1,1,0
291,c0a76210-530e-d565-9a31-75aa2690a6d0,1732,Mobile,iPhone,Google,2018,1,1,0
292,5cbe8905-30c5-949a-c318-2dd9cf966cf1,8935,Desktop,Windows,HomeWebsite,2018,1,1,0
294,ffe48e55-64a3-9f5d-ba8c-44a2a8c3922c,6505,Mobile,Android,Google,2018,1,1,0
295,7d736eda-8dab-d4ec-863c-81163f553691,5917,Mobile,Android,Other_PageReferer,2018,1,1,0
296,5b09c80c-2bd8-5ab2-da7d-080cd22b2f47,5138,Desktop,Windows,Google,2018,1,1,0
297,673d1ab7-caf6-1db0-929c-535393968dd8,6007,Mobile,Android,Google,2018,1,1,0
298,bbc6b5ed-bd83-abe7-5866-f9505c4f7e83,8213,Desktop,Windows,Google,2018,1,1,0
299,0583de58-0717-d98b-8b23-7704a988f7c2,8199,Mobile,Android,Google,2018,1,1,1
302,8cb90ba3-19ff-23b8-07d7-9af725017669,5868,Desktop,Windows,Google,2018,1,1,1
303,42bd8189-e9b2-1e17-75ee-936ce5d29092,8337,Mobile,Android,Google,2018,1,1,1
305,65062003-542a-125e-d95f-289a355ca3b5,6443,Mobile,iPhone,HomeWebsite,2018,1,1,1
306,4481d272-c908-bbdb-2cdf-a2ab71f9e308,8184,Mobile,iPad,Google,2018,1,1,1
307,f17e8866-3124-7cbf-72fc-37054c7226a2,8948,Desktop,Macintosh,HomeWebsite,2018,1,1,1
310,13b4efe4-9e9b-787d-83c3-62130882a1b6,6654,Mobile,Android,Google,2018,1,1,1
312,18446a6f-04bf-ea96-420d-6b95fe621578,5764,Mobile,Android,Facebook,2018,1,1,1
313,88ff516e-70f8-3def-2e9b-2df9c503c3dd,4344,Mobile,iPad,HomeWebsite,2018,1,1,1
319,16cde5e8-98ff-6be6-5f60-82bb6681673d,2101,Mobile,Android,HomeWebsite,2018,1,1,1
322,bc425a00-0b7a-5d65-78ef-a9563ebc6664,7106,Mobile,Android,Google,2018,1,1,1
323,59ea351f-e688-8c52-beb7-edf03d24df2c,1903,Desktop,Macintosh,Google,2018,1,1,1
326,9d44b994-5632-cee2-14f5-66cd6b46c86f,8784,Mobile,Android,Other_PageReferer,2018,1,1,1
327,172508a2-4fcd-236f-5e74-fd6663cc62d2,5924,Desktop,Windows,Google,2018,1,1,1
328,96fd8068-81ff-c1b5-5d56-cf2eb1ea0edf,5633,Mobile,iPhone,Google,2018,1,1,1
329,e7b147a6-09dc-e0fc-d6f4-dc7a7d44dfc7,8014,Mobile,iPhone,Google,2018,1,1,1
330,acd9c523-9cc3-890c-288a-e99216746114,6654,Mobile,Android,Google,2018,1,1,1
331,46e17eca-2049-0bcc-e8de-de32cc454929,9229,Desktop,Windows,Other_PageReferer,2018,1,1,1
332,533ebcce-daca-5611-c4db-5d7c5d7340e4,8717,Mobile,Android,Google,2018,1,1,1
333,f1476be7-01f8-2a6c-43a2-3d988b826667,6654,Mobile,Android,Google,2018,1,1,1
336,351b9f94-6273-5ee9-205f-fc05266d6eb2,5764,Mobile,Android,Facebook,2018,1,1,1
340,027f9adc-b801-8082-0517-40c0e7da2903,6269,Mobile,iPhone,Google,2018,1,1,1
342,7ff9a831-6edd-8bf1-ea5b-dcda1fd67b3e,4798,Mobile,iPhone,HomeWebsite,2018,1,1,1
346,d183fa1e-d00f-e300-d599-165acead908f,9159,Desktop,Windows,HomeWebsite,2018,1,1,1
352,350738c4-ae0c-ce5b-da6e-42aabb5db988,8618,Mobile,iPhone,Google,2018,1,1,1
353,732d1810-9436-a124-a9a8-4b35d0877776,9045,Desktop,Windows,Other_PageReferer,2018,1,1,1
357,caa5808a-a325-5d23-4f8a-64f00911b33b,291,Mobile,Android,HomeWebsite,2018,1,1,1
360,97ce3a65-76ef-23da-59c4-e082b386c2b9,8618,Mobile,iPhone,Google,2018,1,1,1
367,0516f2c7-cea7-946e-e92d-aa381748d004,7039,Desktop,Windows,HomeWebsite,2018,1,1,1
369,6c54c3f2-9db9-aedf-aa03-64e5d9bc1587,8276,Mobile,Android,HomeWebsite,2018,1,1,1
370,0516f2c7-cea7-946e-e92d-aa381748d004,7039,Desktop,Windows,HomeWebsite,2018,1,1,1
371,a72ff042-3b0a-9c1e-ff51-3fb4d3ad3ecc,6571,Mobile,iPhone,Google,2018,1,1,1
372,44c251d5-e003-de91-f3dc-314bd7d00acc,5325,Mobile,iPad,Google,2018,1,1,1
374,8dec843f-c27c-2fc5-d8b9-5da675cfbb41,5944,Mobile,Android,Google,2018,1,1,1
379,315cb6a0-da7d-916d-5c84-d77ac1a99d85,4661,Mobile,Android,HomeWebsite,2018,1,1,1
380,de89bac5-57c6-ecfb-184d-cc4e973c31ac,8618,Desktop,Other_OS,Other_PageReferer,2018,1,1,1
383,d54dcd78-82ec-aa7a-bd10-8bda1d9b133e,5886,Mobile,Android,Google,2018,1,1,1
384,620b5fc6-be56-58e3-8068-18574f749e87,9179,Mobile,iPad,Facebook,2018,1,1,1
385,0516f2c7-cea7-946e-e92d-aa381748d004,7039,Desktop,Windows,HomeWebsite,2018,1,1,1
387,7a0d6c4f-a742-0940-a6a8-16f1acb44559,3326,Mobile,Android,HomeWebsite,2018,1,1,1
389,66e20c69-988c-dd4d-6ed3-691f2ab94c40,7004,Mobile,iPhone,Google,2018,1,1,1
390,b014ac22-bc26-7841-bbb1-cc984ce41e5e,6761,Mobile,Android,Google,2018,1,1,1
393,923b7e6b-efe9-be1d-6028-e9a97dc91325,6897,Mobile,iPhone,Google,2018,1,1,1
394,5ccf80ef-b976-12d0-a366-6b4341bea38a,4304,Mobile,iPhone,Google,2018,1,1,1
395,2a89e78d-435d-7194-8e20-d70d478e4bd5,7039,Desktop,Windows,HomeWebsite,2018,1,1,1
397,21c3995e-8aaf-05bd-3ad0-f585cee34cbf,5291,Desktop,Windows,Google,2018,1,1,1
398,54bfde74-b886-b687-b82b-892954c82120,7039,Desktop,Windows,HomeWebsite,2018,1,1,1
400,bcb79051-1c74-2be6-0afe-658b9b55194b,8154,Mobile,Android,Google,2018,1,1,1
401,0516f2c7-cea7-946e-e92d-aa381748d004,7039,Desktop,Windows,HomeWebsite,2018,1,1,1
402,b707c804-9f5d-f527-238a-a0dd92ae1ddd,4878,Mobile,iPhone,Google,2018,1,1,1
403,59d9a19a-48ea-fa09-7ded-5bcf6129fcd5,5678,Mobile,iPhone,HomeWebsite,2018,1,1,1
404,9e630a8f-3d80-3083-1930-ef074499309a,8649,Mobile,Android,Google,2018,1,1,1
405,31ba6473-9473-b5c8-6b07-7c0fa822509d,7343,Mobile,Android,Google,2018,1,1,1
406,825090a9-3db6-428a-0c38-da9bf369d044,6695,Mobile,iPhone,Google,2018,1,1,1
408,0589b674-108b-16d7-141e-6ff6f0a8f9cb,5764,Mobile,Android,Facebook,2018,1,1,1
410,07b44c53-165a-98d9-a497-00d18527ba06,3539,Mobile,Android,Google,2018,1,1,1
412,ad07e991-663d-e298-715d-5faf75c9440b,6484,Mobile,iPhone,Google,2018,1,1,1
413,94c4f121-fe50-ddd4-08f2-1ecba9ee90c2,3604,Desktop,Windows,Google,2018,1,1,1
414,59b98e36-d1eb-c9c2-5b24-063a527b34cf,8649,Mobile,iPhone,Google,2018,1,1,1
415,d32aaf7d-40d8-28b7-39a6-e62e8ebcc5d2,8649,Mobile,Android,Other_PageReferer,2018,1,1,1
418,8a7d9115-06a3-1461-508d-dd4077183152,9050,Mobile,iPhone,Google,2018,1,1,1
420,141d2317-31c1-3c50-dabc-457fdd3ca993,9323,Desktop,Windows,Facebook,2018,1,1,1
421,e42095c8-37ff-ec35-5acf-d00a54bb44a3,6521,Desktop,Android,HomeWebsite,2018,1,1,1
423,768b4f33-b8c3-1e81-1813-794d1f0b6c7b,4109,Mobile,iPad,Google,2018,1,1,1
427,6875401d-eb9e-5ddf-4c38-6fa8b23f5ede,8760,Mobile,iPhone,HomeWebsite,2018,1,1,1
428,4c467ef0-1782-4fc7-9df6-9db06fd81162,7662,Mobile,iPhone,Google,2018,1,1,1
430,98f41954-711c-e1cb-0a13-aa4a81c70826,9317,Desktop,Windows,Facebook,2018,1,1,1
431,97520949-4ece-ffeb-6f77-1c4c2fdea597,7489,Mobile,Android,Google,2018,1,1,1
432,5e8c0fb3-7603-a6ff-905e-3772e99e97db,6067,Mobile,Android,Google,2018,1,1,1
433,1b99144b-bf9e-71db-eb0b-6433e45d9769,4350,Mobile,iPhone,Google,2018,1,1,1
435,9ff29c08-8b70-0e59-828c-611f97eb12a3,8805,Desktop,Windows,HomeWebsite,2018,1,1,1
436,b4eff4ce-2883-e05a-3c93-3448cd147ca0,5452,Mobile,iPhone,HomeWebsite,2018,1,1,1
437,8a3e3b92-75a2-e151-fda4-1bd3f4d498a5,1258,Mobile,Android,HomeWebsite,2018,1,1,1
438,cf7ca550-0bca-5137-8a6a-2a5de1bf20f7,9323,Mobile,iPhone,Facebook,2018,1,1,1
439,6259f968-fcd2-32da-eec2-9941a300fd4e,7591,Mobile,iPhone,Google,2018,1,1,1
440,41013366-2b97-bfb9-c30e-e05dc5330c37,6337,Mobile,iPhone,Google,2018,1,1,1
444,39d2a045-babb-3b09-36ea-cb6c8417dacf,1426,Mobile,Android,Google,2018,1,1,1
447,b2491d49-ec38-ec3a-e6a3-a5ca5c6056af,4935,Mobile,iPhone,Google,2018,1,1,1
448,e8973605-522b-9ab6-6920-860da371b78f,5944,Mobile,iPhone,Google,2018,1,1,1
449,0d91e25c-7e63-ab74-4e86-aac196043bf3,9187,Mobile,iPhone,Other_PageReferer,2018,1,1,1
450,797747c7-8e4b-94fd-f7f0-f24236437980,4965,Mobile,iPhone,Google,2018,1,1,1
451,686a7e08-eaf1-95d9-ccaf-798fa38e4580,4438,Mobile,Android,Google,2018,1,1,1
452,f179e867-8960-5146-e1b2-1f9586e8b09f,6656,Mobile,Android,Google,2018,1,1,1
453,2f7a4ee8-ac83-5f16-8647-252456386fcb,9191,Mobile,iPhone,Facebook,2018,1,1,1
457,a0f0d8d7-a132-514f-8b80-1982206676f2,6484,Mobile,iPhone,Google,2018,1,1,1
458,1cd4aee3-96e7-07ee-ac7b-0a1876a946c1,6348,Mobile,Android,HomeWebsite,2018,1,1,1
461,e3e4c845-cb78-7a38-3243-03a8624fafa7,4211,Mobile,iPhone,Google,2018,1,1,1
465,75472b9e-dc7a-ebe7-3740-21386d3a7c95,9147,Mobile,iPad,Other_PageReferer,2018,1,1,1
466,cf66fc3b-6ae5-90db-00f3-39b53e205ea8,8649,Desktop,Windows,Google,2018,1,1,1
