project_id,district_id,province_id,project_status,landSize,starting_price_range,facility_1,facility_2,facility_3,facility_4,facility_5,facility_6
1721,8303.0,83.0,0,8000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
404,1033.0,10.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1819,1005.0,10.0,0,1796.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
232,1101.0,11.0,1,47200.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
1553,1003.0,10.0,1,25200.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1125,1044.0,10.0,1,20462.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1108,1004.0,10.0,0,294.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
681,1203.0,12.0,0,16400.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0
930,1306.0,13.0,0,7556.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
398,1303.0,13.0,0,381493.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
1456,1206.0,12.0,0,16000.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
41,1101.0,11.0,0,21669.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
1104,1009.0,10.0,1,4395.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
253,1046.0,10.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1079,1206.0,12.0,0,65614.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
235,1005.0,10.0,1,13902.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
314,1046.0,10.0,0,21247.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
279,1204.0,12.0,0,12400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1921,1010.0,10.0,1,20000.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
367,1206.0,12.0,0,69392.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
706,1303.0,13.0,1,10067.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1129,8301.0,83.0,0,8000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1824,1201.0,12.0,0,11140.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0
29,5007.0,50.0,0,80000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
287,1046.0,10.0,1,19986.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
1951,1010.0,10.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2176,1041.0,10.0,0,1755.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1093,1302.0,13.0,1,37098.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2028,1003.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,1303.0,13.0,1,19758.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1106,1201.0,12.0,0,5617.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
324,1306.0,13.0,0,43144.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1443,1306.0,13.0,0,23158.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1927,1030.0,10.0,0,3402.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1555,1033.0,10.0,1,1318.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
1468,1104.0,11.0,0,9716.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1903,1206.0,12.0,1,559.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1133,1204.0,12.0,0,12400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
223,1102.0,11.0,0,16464.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0
2039,1042.0,10.0,0,12394.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1035,1022.0,10.0,0,10569.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1674,1011.0,10.0,0,10128.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1060,1031.0,10.0,0,5644.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
1820,8303.0,83.0,0,12946.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
250,7401.0,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1937,1009.0,10.0,0,2800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1967,1046.0,10.0,1,16428.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2246,1039.0,10.0,1,328.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
1931,7401.0,74.0,0,37320.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1135,7401.0,74.0,0,24915.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1042,1306.0,13.0,1,16134.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
206,1202.0,12.0,0,26400.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1473,1204.0,12.0,0,18260.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
1782,1201.0,12.0,1,3000.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
156,1005.0,10.0,0,30000.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1920,2004.0,20.0,0,3600.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
234,1010.0,10.0,1,40400.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
1545,1044.0,10.0,1,24372.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1666,8301.0,83.0,0,3392.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2137,1047.0,10.0,1,5971.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2058,1005.0,10.0,0,10161.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1901,1049.0,10.0,0,22355.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
1567,1045.0,10.0,0,13016.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1783,1301.0,13.0,0,28000.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
141,1306.0,13.0,0,24194.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
2110,1018.0,10.0,0,320.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2292,1018.0,10.0,0,971.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
2193,1030.0,10.0,1,1292.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
2103,1201.0,12.0,0,10644.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
1178,1032.0,10.0,1,13545.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
1775,1306.0,13.0,1,10061.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2143,1015.0,10.0,0,2000.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2082,1301.0,13.0,1,35600.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
2254,1014.0,10.0,0,304.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
1974,1306.0,13.0,1,20481.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2107,1032.0,10.0,1,10432.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2021,1009.0,10.0,1,602.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2096,1201.0,12.0,1,34567.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
2154,1014.0,10.0,0,684.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
2038,1019.0,10.0,1,24003.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2031,1029.0,10.0,1,1200.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
1252,1202.0,12.0,0,39758.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
1134,1204.0,12.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2065,1037.0,10.0,0,1006.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2020,1039.0,10.0,1,627.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2100,1011.0,10.0,1,5212.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2283,1303.0,13.0,0,33000.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
2194,1006.0,10.0,0,1532.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2159,1206.0,12.0,0,2459.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2277,1301.0,13.0,0,14745.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2289,1202.0,12.0,0,8264.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2207,1037.0,10.0,0,2280.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,1033.0,10.0,0,2618.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2003,1040.0,10.0,0,7435.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
1892,1203.0,12.0,0,18998.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
2051,1035.0,10.0,0,11032.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2288,1044.0,10.0,1,5917.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0
2249,1035.0,10.0,0,17370.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2256,1033.0,10.0,1,1183.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
1229,1306.0,13.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,1203.0,12.0,0,54000.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
1591,7604.0,76.0,1,5600.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2070,1101.0,11.0,0,11361.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2276,1037.0,10.0,0,2003.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2219,1103.0,11.0,1,1270.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2156,1017.0,10.0,0,2880.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2027,1011.0,10.0,0,7905.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2136,1027.0,10.0,0,4040.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2167,1206.0,12.0,0,33469.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2090,1042.0,10.0,0,5755.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,7401.0,74.0,1,16400.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
934,7401.0,74.0,1,25167.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
45,1010.0,10.0,0,34984.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0
1232,1101.0,11.0,0,6275.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
1552,1039.0,10.0,1,1267.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
1543,1028.0,10.0,0,1707.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0
512,7307.0,73.0,0,31200.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
2205,1009.0,10.0,0,731.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2272,1018.0,10.0,0,1461.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
95,1005.0,10.0,0,31600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1956,8301.0,83.0,1,1800.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1532,1004.0,10.0,1,1243.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2059,1203.0,12.0,0,62283.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
1630,1036.0,10.0,1,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
1936,1005.0,10.0,0,19173.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
326,1306.0,13.0,1,14400.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2200,1042.0,10.0,0,15292.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2101,1206.0,12.0,1,10328.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
833,1106.0,11.0,0,28300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
291,1046.0,10.0,1,14821.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1969,1038.0,10.0,0,3221.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
133,1044.0,10.0,1,24000.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
2094,1301.0,13.0,0,110953.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
615,1101.0,11.0,0,28000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1908,1201.0,12.0,1,9537.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
2160,1010.0,10.0,0,11899.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2007,1203.0,12.0,1,31600.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
2282,1029.0,10.0,1,1518.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1584,1022.0,10.0,0,19465.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
1258,1006.0,10.0,1,1414.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
1113,1005.0,10.0,1,33635.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
340,1005.0,10.0,0,13833.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
2210,1033.0,10.0,1,297.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2026,1050.0,10.0,0,22298.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
1945,1303.0,13.0,1,21319.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
914,1038.0,10.0,0,10880.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2150,1032.0,10.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2286,7402.0,74.0,1,21840.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2227,1010.0,10.0,0,6082.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1210,1032.0,10.0,1,36434.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1690,1032.0,10.0,0,2400.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,1101.0,11.0,0,24000.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
1230,1044.0,10.0,1,11223.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
1590,1043.0,10.0,0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
2301,1103.0,11.0,0,14179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,1105.0,11.0,0,8368.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2235,1301.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2179,1037.0,10.0,1,1715.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
2108,1032.0,10.0,1,10800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2012,1010.0,10.0,0,27577.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2300,1028.0,10.0,0,801.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
2484,1010.0,10.0,1,45925.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0
2001,1005.0,10.0,0,2000.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2312,1017.0,10.0,0,426.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2437,1202.0,12.0,0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
2338,1022.0,10.0,0,2223.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
1849,7306.0,73.0,0,52000.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
2266,1204.0,12.0,0,5132.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2261,2004.0,20.0,1,2370.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1986,1103.0,11.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,1012.0,10.0,1,904.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
1978,1105.0,11.0,0,16302.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2296,1036.0,10.0,0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
1803,1033.0,10.0,0,350.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2298,1047.0,10.0,0,2900.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1987,1014.0,10.0,0,263.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
353,1206.0,12.0,0,33037.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,1021.0,10.0,0,13200.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
1939,1032.0,10.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,1045.0,10.0,1,6438.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2165,1043.0,10.0,1,7714.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2033,1202.0,12.0,1,17600.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1756,1101.0,11.0,0,12598.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1965,1043.0,10.0,1,5787.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1944,1022.0,10.0,0,11990.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
964,1203.0,12.0,1,21217.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2022,1022.0,10.0,0,63200.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
2274,1306.0,13.0,1,22212.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
2010,1047.0,10.0,0,789.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2011,1036.0,10.0,0,9390.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
1744,1026.0,10.0,1,2083.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
1632,1037.0,10.0,1,890.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
2097,1306.0,13.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2075,1203.0,12.0,0,29615.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2161,1005.0,10.0,0,12643.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2066,7707.0,77.0,0,2255.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
1935,1005.0,10.0,0,19173.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,1017.0,10.0,0,810.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
2067,1047.0,10.0,0,1744.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2050,1021.0,10.0,0,3671.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
1514,1302.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2072,1303.0,13.0,1,33293.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1296,1033.0,10.0,0,889.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
1958,1101.0,11.0,0,955.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1533,1032.0,10.0,0,38982.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
2223,7401.0,74.0,1,16613.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2240,1203.0,12.0,0,15099.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2370,1204.0,12.0,0,4290.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
2041,1301.0,13.0,0,23134.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
963,1203.0,12.0,0,3000.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2391,1033.0,10.0,1,1355.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2440,1006.0,10.0,0,54800.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1105,4001.0,40.0,0,19921.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
921,1032.0,10.0,1,5413.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2230,1103.0,11.0,0,20678.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
2191,1017.0,10.0,1,1731.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2231,1006.0,10.0,0,308.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2262,1001.0,10.0,1,471.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2047,1047.0,10.0,1,4424.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1857,7707.0,77.0,0,5200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,1302.0,13.0,1,34254.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2093,1010.0,10.0,1,16821.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0
1600,7604.0,76.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2362,1004.0,10.0,0,1381.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,1204.0,12.0,0,12400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2273,1204.0,12.0,1,40000.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
2271,1005.0,10.0,0,10620.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2291,7306.0,73.0,1,15142.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2192,1045.0,10.0,1,7115.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2322,7707.0,77.0,1,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
2270,1103.0,11.0,0,13519.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2060,1046.0,10.0,1,9654.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
2221,1042.0,10.0,1,35817.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
1687,1039.0,10.0,1,485.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
1725,1206.0,12.0,1,13462.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
995,1101.0,11.0,1,20060.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
1128,1203.0,12.0,0,39908.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
2474,1203.0,12.0,0,6185.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1989,1303.0,13.0,0,28446.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1999,1203.0,12.0,0,48412.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2000,1306.0,13.0,0,13825.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2371,1202.0,12.0,0,36800.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
2512,1306.0,13.0,0,11902.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2449,1043.0,10.0,1,17200.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2487,7301.0,73.0,1,20419.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2488,1201.0,12.0,0,2193.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2403,1302.0,13.0,1,38824.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
2401,1046.0,10.0,1,14050.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2314,1204.0,12.0,0,23574.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2339,1206.0,12.0,0,453.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1910,1101.0,11.0,0,14622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
